URL,Status
https://www.naukri.com/job-listings-software-development-engineer-1-geeksforgeeks-noida-1-to-1-years-260325012541,Applied
https://www.naukri.com/job-listings-ui-ux-developer-genius-consultants-kolkata-1-to-5-years-260325023748,Applied
https://www.naukri.com/job-listings-graphics-designer-brahmanet-it-solutions-pvt-ltd-kochi-0-to-2-years-260325503671,No Apply Button
https://www.naukri.com/job-listings-ui-ux-designer-rudr-consultancy-services-udaipura-1-to-5-years-260325921480,Applied
https://www.naukri.com/job-listings-developer-l4-wipro-limited-pune-1-to-6-years-260325923026,Applied
https://www.naukri.com/job-listings-associate-configurator-unqork-aiden-ai-private-limited-hyderabad-1-to-4-years-270325912577,Applied
https://www.naukri.com/job-listings-junior-asp-net-mvc-developer-origent-technologies-kochi-1-to-4-years-280225015287,Applied
https://www.naukri.com/job-listings-graphics-designer-brahmanet-it-solutions-pvt-ltd-kochi-0-to-2-years-260325503492,No Apply Button
https://www.naukri.com/job-listings-asp-net-developer-rudr-consultancy-services-udaipura-bhilwara-0-to-4-years-260325921492,Applied
https://www.naukri.com/job-listings-net-mvc-developer-rudr-consultancy-services-udaipura-jaipur-1-to-5-years-260325921427,Applied
https://www.naukri.com/job-listings-engineer-anko-growel-softech-pvt-ltd-karnataka-0-to-4-years-260325906116,Applied
https://www.naukri.com/job-listings-php-laravel-developer-rudr-consultancy-services-surat-1-to-5-years-260325921845,Applied
https://www.naukri.com/job-listings-plsql-oracle-apex-knowhow-c1-growel-softech-pvt-ltd-thane-1-to-4-years-260325905264,Applied
https://www.naukri.com/job-listings-consultant-adv-mgmt-l1-wipro-limited-mumbai-1-to-5-years-260325924544,Applied
https://www.naukri.com/job-listings-web-developer-microfolio-technologies-pvt-ltd-tamil-nadu-1-to-4-years-260325921067,Applied
https://www.naukri.com/job-listings-frontend-web-developer-trigent-software-thane-navi-mumbai-mumbai-all-areas-0-to-2-years-270325010052,Applied
https://www.naukri.com/job-listings-jr-java-developer-rudr-consultancy-services-udaipura-0-to-2-years-260325920170,Applied
https://www.naukri.com/job-listings-graphics-designer-brahmanet-it-solutions-pvt-ltd-kochi-0-to-2-years-260325503671,No Apply Button
https://www.naukri.com/job-listings-graphics-designer-brahmanet-it-solutions-pvt-ltd-kochi-0-to-2-years-260325503492,No Apply Button
https://www.naukri.com/job-listings-developer-l4-wipro-limited-hyderabad-1-to-6-years-260325922907,Applied
https://www.naukri.com/job-listings-ux-ui-designer-rudr-consultancy-services-udaipura-bhilwara-1-to-5-years-260325922208,Already Applied
https://www.naukri.com/job-listings-web-designer-rudr-consultancy-services-jaipur-1-to-4-years-260325922217,Applied
https://www.naukri.com/job-listings-excellent-opportunity-for-mean-stack-devop-fresher-global-velachery-global-healthcare-billing-partners-chennai-0-to-1-years-270325029322,Already Applied
https://www.naukri.com/job-listings-software-support-executive-pon-pure-chemical-india-private-limited-chennai-0-to-2-years-270325921946,Already Applied
https://www.naukri.com/job-listings-trainee-software-engineer-muthoot-finance-ltd-kerala-0-to-1-years-270325928153,Already Applied
https://www.naukri.com/job-listings-trainee-software-engineer-sql-muthoot-finance-ltd-kerala-0-to-1-years-270325928884,Already Applied
https://www.naukri.com/job-listings-intern-sap-abap-seagate-technology-pune-0-to-1-years-270325926016,Already Applied
https://www.naukri.com/job-listings-trainee-software-engineer-net-muthoot-finance-ltd-kerala-0-to-1-years-270325927865,Already Applied
https://www.naukri.com/job-listings-mstl-executive-muthoot-finance-ltd-uttar-pradesh-0-to-4-years-270325928508,Failed
https://www.naukri.com/job-listings-operation-executive-muthoot-finance-ltd-andhra-pradesh-0-to-4-years-270325928580,Failed
https://www.naukri.com/job-listings-jr-data-analyst-muthoot-finance-ltd-new-delhi-0-to-3-years-270325919167,Failed
https://www.naukri.com/job-listings-mstl-executive-muthoot-finance-ltd-uttar-pradesh-0-to-4-years-270325928508,Applied
https://www.naukri.com/job-listings-web-developer-winzo-new-delhi-0-to-4-years-270325505790,Applied
https://www.naukri.com/job-listings-hardware-engineer-softaid-systems-pune-0-to-2-years-270325503333,Applied
https://www.naukri.com/job-listings-full-stack-developer-tradetron-hyderabad-pune-bengaluru-0-to-5-years-270325906144,Applied
https://www.naukri.com/job-listings-software-tester-softaid-systems-pune-0-to-2-years-270325503334,Applied
https://www.naukri.com/job-listings-fresher-java-dot-net-trained-candidates-required-sairam-global-technologies-bhubaneswar-visakhapatnam-hyderabad-0-to-1-years-270325025564,Applied
https://www.naukri.com/job-listings-backend-engineer-people-connect-placements-bengaluru-0-to-3-years-270325908100,Applied
https://www.naukri.com/job-listings-system-monitoring-engineer-in-solutions-global-isg-mumbai-0-to-1-years-270325012893,Applied
https://www.naukri.com/job-listings-hiring-fresher-for-software-development-php-dotnet-keyideas-infotech-delhi-ncr-0-to-1-years-181220002555,Applied
https://www.naukri.com/job-listings-software-engineer-python-java-testing-network-freshers-only-sqycorp-mumbai-pune-chennai-0-to-1-years-270325015802,Applied
https://www.naukri.com/job-listings-java-developer-freshers-immediate-gurgaon-giit-solutions-gurugram-0-to-1-years-270325022855,Applied
https://www.naukri.com/job-listings-react-native-developer-people-connect-placements-bengaluru-0-to-3-years-270325908089,Applied
https://www.naukri.com/job-listings-technical-support-engineer-secure-meters-udaipur-0-to-2-years-260924004063,Applied
https://www.naukri.com/job-listings-oracle-hcm-consultant-cloudstand-consulting-opc-pune-0-to-1-years-270325024045,Applied
https://www.naukri.com/job-listings-b-com-freshers-hiring-for-accounts-role-gurgaon-2coms-noida-0-to-5-years-270325019799,Applied
https://www.naukri.com/job-listings-content-manager-revisewise-education-solutions-noida-0-to-2-years-270325023315,Applied
https://www.naukri.com/job-listings-murex-support-senior-analyst-trafigura-mumbai-0-to-3-years-270325025970,Applied
https://www.naukri.com/job-listings-website-developer-frontend-internship-wfh-usa-shift-eoxs-chandigarh-0-to-1-years-270325031617,Applied
https://www.naukri.com/job-listings-software-developer-remote-gyrus-ai-bengaluru-0-to-3-years-270325011165,Applied
https://www.naukri.com/job-listings-web-counselor-executive-cst-marine-lines-edwise-mumbai-all-areas-0-to-1-years-280325006264,Applied
https://www.naukri.com/job-listings-opening-for-full-stack-developer-arvasit-technolabs-private-limited-mumbai-1-to-5-years-270325505527,No Apply Button
https://www.naukri.com/job-listings-php-developer-saasho-technologies-pvt-ltd-gurugram-1-to-3-years-280325007084,Applied
https://www.naukri.com/job-listings-web-designer-saasho-technologies-pvt-ltd-gurugram-1-to-3-years-280325007396,Applied
https://www.naukri.com/job-listings-dotnet-professional-easy-solution-noida-delhi-1-to-3-years-280325905140,Applied
https://www.naukri.com/job-listings-associate-consultant-f5-networks-innovation-private-limited-bengaluru-1-to-4-years-280325907216,Applied
https://www.naukri.com/job-listings-laravel-developer-alisons-infomatics-p-ltd-kannur-1-to-5-years-270325503444,Applied
https://www.naukri.com/job-listings-software-engineer-rws-moravia-bengaluru-1-to-5-years-270325505558,No Apply Button
https://www.naukri.com/job-listings-software-engineer-net-rws-group-bengaluru-1-to-5-years-210125013298,Applied
https://www.naukri.com/job-listings-web-developer-winzo-new-delhi-0-to-4-years-270325505790,Already Applied
https://www.naukri.com/job-listings-hardware-engineer-softaid-systems-pune-0-to-2-years-270325503333,Already Applied
https://www.naukri.com/job-listings-full-stack-developer-tradetron-hyderabad-pune-bengaluru-0-to-5-years-270325906144,Already Applied
https://www.naukri.com/job-listings-software-tester-softaid-systems-pune-0-to-2-years-270325503334,Already Applied
https://www.naukri.com/job-listings-fresher-java-dot-net-trained-candidates-required-sairam-global-technologies-bhubaneswar-visakhapatnam-hyderabad-0-to-1-years-270325025564,Already Applied
https://www.naukri.com/job-listings-backend-engineer-people-connect-placements-bengaluru-0-to-3-years-270325908100,Already Applied
https://www.naukri.com/job-listings-system-monitoring-engineer-in-solutions-global-isg-mumbai-0-to-1-years-270325012893,Already Applied
https://www.naukri.com/job-listings-hiring-fresher-for-software-development-php-dotnet-keyideas-infotech-delhi-ncr-0-to-1-years-181220002555,Already Applied
https://www.naukri.com/job-listings-software-engineer-python-java-testing-network-freshers-only-sqycorp-mumbai-pune-chennai-0-to-1-years-270325015802,Applied
https://www.naukri.com/job-listings-java-developer-freshers-immediate-gurgaon-giit-solutions-gurugram-0-to-1-years-270325022855,Already Applied
https://www.naukri.com/job-listings-react-native-developer-people-connect-placements-bengaluru-0-to-3-years-270325908089,Already Applied
https://www.naukri.com/job-listings-technical-support-engineer-secure-meters-udaipur-0-to-2-years-260924004063,Applied
https://www.naukri.com/job-listings-oracle-hcm-consultant-cloudstand-consulting-opc-pune-0-to-1-years-270325024045,Applied
https://www.naukri.com/job-listings-b-com-freshers-hiring-for-accounts-role-gurgaon-2coms-noida-0-to-5-years-270325019799,Already Applied
https://www.naukri.com/job-listings-content-manager-revisewise-education-solutions-noida-0-to-2-years-270325023315,Applied
https://www.naukri.com/job-listings-murex-support-senior-analyst-trafigura-mumbai-0-to-3-years-270325025970,Applied
https://www.naukri.com/job-listings-website-developer-frontend-internship-wfh-usa-shift-eoxs-chandigarh-0-to-1-years-270325031617,Already Applied
https://www.naukri.com/job-listings-software-developer-remote-gyrus-ai-bengaluru-0-to-3-years-270325011165,Already Applied
https://www.naukri.com/job-listings-web-counselor-executive-cst-marine-lines-edwise-mumbai-all-areas-0-to-1-years-280325006264,Already Applied
https://www.naukri.com/job-listings-opening-for-full-stack-developer-arvasit-technolabs-private-limited-mumbai-1-to-5-years-270325505527,No Apply Button
https://www.naukri.com/job-listings-php-developer-saasho-technologies-pvt-ltd-gurugram-1-to-3-years-280325007084,Already Applied
